season,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,year,caught_by,species
3,,8,TV Series (segmented),Catfish Burglar,Male,Disguised,Masked,Human,False,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,True,False,,,,,2.0,0.0,0.0,1.0,,Other,Humanoid
3,,8,TV Series (segmented),"Gargoyle,Medusa,Sea Creature,Octopus Monster,Bigfoot","Male,Female,Male,Male,Male","Possessed Object,Mythical,Animal,Animal,Animal","Statue,Gorgon,Humanoid,Giant,Humanoid",Gargoyle,True,5,,,,True,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,1.0,,Shaggy,Fantastical
3,,8,TV Series (segmented),"Gargoyle,Medusa,Sea Creature,Octopus Monster,Bigfoot","Male,Female,Male,Male,Male","Possessed Object,Mythical,Animal,Animal,Animal","Statue,Gorgon,Humanoid,Giant,Humanoid",Octopus,True,5,,,,True,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,1.0,,Shaggy,Animal
3,,8,TV Series (segmented),"Gargoyle,Medusa,Sea Creature,Octopus Monster,Bigfoot","Male,Female,Male,Male,Male","Possessed Object,Mythical,Animal,Animal,Animal","Statue,Gorgon,Humanoid,Giant,Humanoid",Sea-Monster,True,5,,,,True,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,1.0,,Shaggy,Fantastical
3,,8,TV Series (segmented),"Gargoyle,Medusa,Sea Creature,Octopus Monster,Bigfoot","Male,Female,Male,Male,Male","Possessed Object,Mythical,Animal,Animal,Animal","Statue,Gorgon,Humanoid,Giant,Humanoid",Human,True,5,,,,True,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,1.0,,Shaggy,Humanoid
3,,8,TV Series (segmented),"Gargoyle,Medusa,Sea Creature,Octopus Monster,Bigfoot","Male,Female,Male,Male,Male","Possessed Object,Mythical,Animal,Animal,Animal","Statue,Gorgon,Humanoid,Giant,Humanoid",Bigfoot,True,5,,,,True,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,1.0,,Shaggy,Mythical
3,1982-11-06,8,TV Series (segmented),Slime Boy,Male,Disguised,Slime,Human,False,1,,,,True,True,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,0.0,1982.0,Scooby,Humanoid
3,1982-11-20,8,TV Series (segmented),Jasmine,Female,Mythical,Phantom,Genie,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,0.0,0.0,0.0,1.0,1982.0,Unknown,Mythical
3,,8,TV Series (segmented),"Alien Scavenger Hunter,Alien Scavenger Hunter,Alien Scavenger Hunter","Male,Female,Male","Extraterrestrial,Extraterrestrial,Extraterrestrial","Teen,Teen,Teen",Alien,True,3,,,,False,False,,,,False,True,,,,False,False,,,,False,False,False,True,False,,,,,1.0,0.0,0.0,0.0,,Other,Humanoid
3,,8,TV Series (segmented),Dognapper,Male,Disguised,,Human,False,1,,,,False,True,,,,False,False,,,,False,True,,,,False,False,False,False,False,,,,,2.0,0.0,0.0,2.0,,Scooby,Humanoid
3,1982-12-04,8,TV Series (segmented),Cat Lady,Female,Animal,Cat,Human,False,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,2.0,0.0,0.0,0.0,1982.0,Unknown,Humanoid
3,,8,TV Series (segmented),Wonga,Male,Ancient,Caveman,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,3.0,0.0,0.0,1.0,,Unknown,Humanoid
3,,8,TV Series (segmented),Scooby-Doo,Male,Animal,Werewolf,Hound,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,,,,2.0,0.0,0.0,0.0,,Unknown,Animal
3,1982-12-19,8,TV Series (segmented),Abominable Snowman,Male,Animal,Humanoid,Snow-Monster,False,1,,,,True,True,,,,False,False,,,,False,False,,,,False,False,True,False,False,,,,,2.0,0.0,0.0,0.0,1982.0,Scooby,Fantastical
1,,11,TV Series (segmented),Olaf the Terrible,Male,Ancient,Viking,Human,False,1,,False,,False,False,,True,,False,False,,False,,False,True,,False,,False,False,False,False,False,0.0,,,,3.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,11,TV Series (segmented),"Great White Shark,Seaweed Monster","Male,Male","Animal,Plant","Shark,Seaweed",Sea-Monster,False,2,,False,,False,True,,False,,False,False,,True,,False,False,,True,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Scooby,Fantastical
1,,11,TV Series (segmented),"Great White Shark,Seaweed Monster","Male,Male","Animal,Plant","Shark,Seaweed",Shark,False,2,,False,,False,True,,False,,False,False,,True,,False,False,,True,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Scooby,Animal
1,,11,TV Series (segmented),"Face in the Fireplace,Ghosts Under the Bed,Living Animal Heads,Skeleton,Living Statue,Organ Playing Ghost","Male,Male,Male,Female,Male,Male","Ghost,Ghost,Undead,Undead,Possessed Object,Ghost","Phantom,Phantom,Head,Skeleton,Statue,Phantom",Human,True,6,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,3.0,0.0,0.0,0.0,,Unknown,Humanoid
1,,11,TV Series (segmented),"Face in the Fireplace,Ghosts Under the Bed,Living Animal Heads,Skeleton,Living Statue,Organ Playing Ghost","Male,Male,Male,Female,Male,Male","Ghost,Ghost,Undead,Undead,Possessed Object,Ghost","Phantom,Phantom,Head,Skeleton,Statue,Phantom",Beast,True,6,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,3.0,0.0,0.0,0.0,,Unknown,Fantastical
1,,11,TV Series (segmented),Mud Monster,Male,Possessed Object,Humanoid,Mud,False,1,,False,,False,False,,False,,False,False,,True,,False,False,,False,,False,False,False,True,False,0.0,,,,4.0,0.0,0.0,1.0,,Other,Elemental
1,,11,TV Series (segmented),Hound of the Barkervilles,Male,Animal,Werewolf,Hound,False,1,,True,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,2.0,0.0,,Daphnie,Animal
1,,11,TV Series (segmented),Dinosaur,Male,Animal,Dinosaur,Dinosaur,False,1,,False,,False,True,,False,,False,False,,True,,False,False,,False,,False,False,False,True,False,0.0,,,,5.0,0.0,0.0,0.0,,Other,Animal
1,,11,TV Series (segmented),Creature from Chem Lab,Male,Possessed Object,Humanoid,Chem,False,1,,False,,False,False,,False,,False,False,,True,,False,False,,False,,False,False,False,True,False,0.0,,,,1.0,0.0,0.0,0.0,,Other,Misc
1,,11,TV Series (segmented),Masked Manx,Male,Animal,Humanoid,Gorilla,False,1,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,0.0,,Scooby,Animal
1,,11,TV Series (segmented),"Randar the Ape Man,Mobotsu","Male,Male","Animal,Animal","Humanoid,Giant",Ape,False,2,,False,,False,False,,True,,True,True,,False,,False,False,,False,,False,True,False,False,False,0.0,,,,1.0,0.0,0.0,1.0,,Unknown,Animal
1,,11,TV Series (segmented),"Maid Zombie,Barney Zombie,Tourist Zombie,Amy Zombie","Female,Male,Male,Female","Undead,Undead,Undead,Undead","Possessed,Possessed,Possessed,Possessed",Human,False,4,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,2.0,0.0,0.0,0.0,,Other,Humanoid
1,1983-10-01,11,TV Series (segmented),Neanderthal Monster of Devil's Rock,Male,Animal,Humanoid,Beast,False,1,,False,,False,False,,False,,False,False,,True,,False,False,,False,,False,False,False,False,False,0.0,,,,0.0,0.0,0.0,0.0,1983.0,Unknown,Fantastical
1,,11,TV Series (segmented),"Tower Wizard,Yadzruck","Male,Male","Magician,Animal","Wizard,Humanoid",Human,True,2,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,0.0,,Unknown,Humanoid
1,,11,TV Series (segmented),"Tower Wizard,Yadzruck","Male,Male","Magician,Animal","Wizard,Humanoid",Yadzruck,True,2,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,0.0,,Unknown,Fantastical
1,,11,TV Series (segmented),Phantom of the Soaps,Male,Ghost,Phantom,Human,False,1,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,1.0,0.0,0.0,1.0,,Scooby,Humanoid
1,1983-10-15,11,TV Series (segmented),Clown,Male,Disguised,Clown,Human,False,1,,False,,True,False,,False,,False,False,,True,,False,False,,False,,False,False,False,False,False,0.0,,,,1.0,0.0,0.0,1.0,1983.0,Shaggy,Humanoid
1,,11,TV Series (segmented),Minotaur,Male,Mythical,Minotaur,Minotaur,False,1,,False,,False,True,,False,,False,False,,True,,False,False,,True,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Scooby,Mythical
1,,11,TV Series (segmented),Ghost of Casey O'Reilly,Male,Ghost,Phantom,Human,False,1,,True,,True,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,2.0,,Scooby,Humanoid
1,,11,TV Series (segmented),Gremlin,Male,Mythical,Gremlin,Gremlin,False,1,,False,,False,True,,True,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Scooby,Fantastical
1,,11,TV Series (segmented),Specter of the Sports Cars,Male,Ghost,Phantom,Human,False,1,,False,,False,True,,True,,True,False,,True,,False,False,,True,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Scooby,Humanoid
1,,11,TV Series (segmented),"Frankenstein's Monster,Dracula,Dracula's Wife,Dracula Jr.","Male,Male,Female,Male","Undead,Undead,Undead,Animal","Frankenstein's Monster,Vampire,Vampire,Werewolf",Human,True,4,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,1.0,0.0,0.0,0.0,,Unknown,Humanoid
1,,11,TV Series (segmented),Ghost of Chef Maras,Male,Ghost,Chef,Human,False,1,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Scooby,Humanoid
1,1983-12-03,23,TV Series,Mummy,Male,Undead,Mummy,Human,False,1,,False,,False,True,,False,,False,True,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,7.0,0.0,1.0,1.0,1983.0,Scooby,Humanoid
1,1983-12-10,23,TV Series,Ghost of McBaggy Rodgers,Male,Ghost,Phantom,Human,False,1,,False,,False,True,,False,,False,False,,False,,False,False,,True,,False,False,False,False,False,0.0,,,,3.0,0.0,0.0,1.0,1983.0,Scooby,Humanoid
1,1984-09-08,23,TV Series,Red Skull,Male,Disguised,Skull,Human,False,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1984.0,Scooby,Humanoid
1,,11,TV Series (segmented),Maid Mummy,Female,Undead,Mummy,Human,False,1,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,3.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,11,TV Series (segmented),Helping Hands,Male,Possessed Object,Gloves,Object,False,1,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,True,True,False,0.0,,,,1.0,0.0,1.0,0.0,,Other,Object
1,,11,TV Series (segmented),"Sea Demon,Sea Demon","Male,Male","Animal,Animal","Humanoid,Humanoid",Sea-Monster,False,2,,False,,False,False,,False,,False,False,,True,,False,False,,False,,False,False,False,True,False,0.0,,,,2.0,0.0,0.0,1.0,,Other,Fantastical
1,,11,TV Series (segmented),Cyclops,Male,Mythical,Cyclops,Human,False,1,,False,,False,True,,False,,False,False,,True,,False,False,,False,,False,False,False,False,False,0.0,,,,3.0,0.0,0.0,0.0,,Scooby,Humanoid
1,,11,TV Series (segmented),Master Mind,Male,Super-Villain,Genius,Human,False,1,,False,,True,True,,False,,False,False,,False,,True,False,,False,,False,False,False,False,False,0.0,,,,4.0,0.0,0.0,0.0,,Scooby,Humanoid
1,,11,TV Series (segmented),Giant Bees,Male,Animal,Giant,Bee,False,1,,False,,False,False,,False,,False,False,,True,,False,False,,False,,False,False,False,True,False,0.0,,,,4.0,0.0,0.0,1.0,,Other,Creature
1,1984-10-06,11,TV Series (segmented),Ghost of Ebenezer Overview,Male,Ghost,Phantom,Human,False,1,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,True,False,False,0.0,,,,0.0,0.0,0.0,1.0,1984.0,Scooby,Humanoid
1,1984-10-13,23,TV Series,"Zombies,Zombies,Zombies,Zombies","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Zombie,Zombie,Zombie,Zombie",Human,False,4,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1984.0,Fred,Humanoid
1,,11,TV Series (segmented),Evil Elf,Male,Mythical,Elf,Elf,False,1,,False,,False,True,,False,,False,False,,True,,False,False,,True,,False,False,False,False,False,0.0,,,,1.0,0.0,0.0,1.0,,Scooby,Humanoid
1,,11,TV Series (segmented),Mad Sea Lion,Male,Animal,Sea Lion,Sea Lion,False,1,,False,,False,False,,False,,False,False,,True,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,1.0,1.0,,Unknown,Animal
1,1984-10-27,23,TV Series,Ghost of Dr. Van Helsing,Male,Ghost,Phantom,Human,False,1,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1984.0,Scooby,Humanoid
1,1984-11-03,23,TV Series,"Ghost of Abraham Lincoln,Ghost of George Washington,Ghost of Ulysses S. Grant,Ghost of Theodore Roosevelt","Male,Male,Male,Male","Ghost,Ghost,Ghost,Ghost","President,President,President,President",Human,False,4,,False,False,False,False,,False,False,False,False,,False,False,False,False,,False,False,False,False,False,True,False,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1984.0,Other,Humanoid
1,1984-11-10,11,TV Series (segmented),Ghost of Colonel Beauregard,Male,Ghost,Phantom,Human,False,1,,False,,False,False,,False,,False,False,,True,,False,False,,False,,False,False,False,True,False,0.0,,,,2.0,0.0,0.0,1.0,1984.0,Other,Humanoid
1,1984-11-17,23,TV Series,Ghost of Sherlock Holmes,Male,Ghost,Detective,Human,False,1,False,False,,False,True,True,True,,True,True,False,True,,False,False,False,False,,False,False,False,False,False,0.0,,,,3.0,0.0,0.0,1.0,1984.0,Scooby,Humanoid
1,,11,TV Series (segmented),Monster Mutt,Male,Animal,Super-Villain,Hound,False,1,,False,,False,True,,False,,False,False,,True,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Scooby,Animal
1,,11,TV Series (segmented),Monster Mouse,Male,Animal,Giant,Mouse,False,1,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,1.0,0.0,0.0,1.0,,Unknown,Animal
1,1984-12-01,23,TV Series,Ghost of Christmas Never,Male,Ghost,Phantom,Human,False,1,False,False,,True,True,False,False,,False,False,False,True,,False,False,False,False,,False,False,False,False,False,0.0,,,,4.0,0.0,0.0,0.0,1984.0,Scooby,Humanoid
1,,24,TV Series,"Bogle,Weerd,Ghoulio,Werewolfs,Werewolf Daphnie","Male,Male,Male,Male,Female","Ghost,Ghost,Undead,Animal,Animal","Phantom,Phantom,Vampire,Werewolf,Werewolf",Cartoon,True,5,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Unknown,Misc
1,,24,TV Series,"Bogle,Weerd,Ghoulio,Werewolfs,Werewolf Daphnie","Male,Male,Male,Male,Female","Ghost,Ghost,Undead,Animal,Animal","Phantom,Phantom,Vampire,Werewolf,Werewolf",Human,True,5,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,1.0,,Unknown,Humanoid
1,,24,TV Series,"Maldore the Malevolent,Evil Tree,Evil Tree,Dragon,Rat Gaurds,Rat Gaurds","Male,Male,Male,Male,Male,Male","Mythical,Plant,Plant,Mythical,Animal,Animal","Demon,Evil,Evil,Dragon,Giant,Giant",Tree,True,6,,False,,False,False,,True,,True,True,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,0.0,0.0,0.0,0.0,,Other,Plant
1,,24,TV Series,"Maldore the Malevolent,Evil Tree,Evil Tree,Dragon,Rat Gaurds,Rat Gaurds","Male,Male,Male,Male,Male,Male","Mythical,Plant,Plant,Mythical,Animal,Animal","Demon,Evil,Evil,Dragon,Giant,Giant",Rat,True,6,,False,,False,False,,True,,True,True,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,0.0,0.0,0.0,0.0,,Other,Animal
1,,24,TV Series,"Maldore the Malevolent,Evil Tree,Evil Tree,Dragon,Rat Gaurds,Rat Gaurds","Male,Male,Male,Male,Male,Male","Mythical,Plant,Plant,Mythical,Animal,Animal","Demon,Evil,Evil,Dragon,Giant,Giant",Dragon,True,6,,False,,False,False,,True,,True,True,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,0.0,0.0,0.0,0.0,,Other,Fantastical
1,,24,TV Series,"Maldore the Malevolent,Evil Tree,Evil Tree,Dragon,Rat Gaurds,Rat Gaurds","Male,Male,Male,Male,Male,Male","Mythical,Plant,Plant,Mythical,Animal,Animal","Demon,Evil,Evil,Dragon,Giant,Giant",Demon,True,6,,False,,False,False,,True,,True,True,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,0.0,0.0,0.0,0.0,,Other,Mythical
1,,24,TV Series,"Shadow Demon,Griswald,Queen Morbidia","Male,Male,Female","Mythical,Animal,Magician","Shadow,Giant,Vampire",Human,True,2,,False,,False,True,,True,,True,True,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,0.0,0.0,0.0,1.0,,Scooby,Humanoid
1,,24,TV Series,"Shadow Demon,Griswald,Queen Morbidia","Male,Male,Female","Mythical,Animal,Magician","Shadow,Giant,Vampire",Spider,True,2,,False,,False,True,,True,,True,True,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,0.0,0.0,0.0,1.0,,Scooby,Creature
1,,24,TV Series,"Shadow Demon,Griswald,Queen Morbidia","Male,Male,Female","Mythical,Animal,Magician","Shadow,Giant,Vampire",Demon,True,2,,False,,False,True,,True,,True,True,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,0.0,0.0,0.0,1.0,,Scooby,Mythical
1,,24,TV Series,"Bogle,Weerd,Reflector Specter","Male,Male,Male","Ghost,Ghost,Mythical","Phantom,Phantom,Mirror",Cartoon,True,3,,False,,False,False,,True,,True,True,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,1.0,0.0,0.0,1.0,,Other,Misc
1,,24,TV Series,"Bogle,Weerd,Reflector Specter","Male,Male,Male","Ghost,Ghost,Mythical","Phantom,Phantom,Mirror",Demon,True,3,,False,,False,False,,True,,True,True,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,1.0,0.0,0.0,1.0,,Other,Mythical
1,,24,TV Series,"Zomba,Dr. Frankscoob's Monster","Female,Male","Mythical,Undead","Demon,Frankenstein's Monster",Human,True,2,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,True,False,True,False,0.0,,,,2.0,0.0,0.0,1.0,,Other,Humanoid
1,,24,TV Series,"Zomba,Dr. Frankscoob's Monster","Female,Male","Mythical,Undead","Demon,Frankenstein's Monster",Demon,True,2,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,True,False,True,False,0.0,,,,2.0,0.0,0.0,1.0,,Other,Mythical
1,,24,TV Series,"Bogel,Weerd,Captain Ghost,Ghosts on the Ship,Tornado,Demon","Male,Male,Male,Male,Male","Ghost,Ghost,Ghost,Ghost,Mythical","Phantom,Phantom,Phantom,Phantom,Tornado",Cartoon,True,4,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,1.0,0.0,0.0,1.0,,Scooby,Misc
1,,24,TV Series,"Bogel,Weerd,Captain Ghost,Ghosts on the Ship,Tornado,Demon","Male,Male,Male,Male,Male","Ghost,Ghost,Ghost,Ghost,Mythical","Phantom,Phantom,Phantom,Phantom,Tornado",Human,True,4,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,1.0,0.0,0.0,1.0,,Scooby,Humanoid
1,,24,TV Series,"Bogel,Weerd,Captain Ghost,Ghosts on the Ship,Tornado,Demon","Male,Male,Male,Male,Male","Ghost,Ghost,Ghost,Ghost,Mythical","Phantom,Phantom,Phantom,Phantom,Tornado",Demon,True,4,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,1.0,0.0,0.0,1.0,,Scooby,Mythical
1,,24,TV Series,"Bogel,Weerd,Nekara,Nekara's Minions","Male,Male,Female,Male","Ghost,Ghost,Magician,Ghost","Phantom,Phantom,Witch,Phantom",Cartoon,True,3,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,2.0,0.0,0.0,1.0,,Other,Misc
1,,24,TV Series,"Bogel,Weerd,Nekara,Nekara's Minions","Male,Male,Female,Male","Ghost,Ghost,Magician,Ghost","Phantom,Phantom,Witch,Phantom",Human,True,3,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,2.0,0.0,0.0,1.0,,Other,Humanoid
1,1985-10-26,24,TV Series,"Marcella,Helda Brewski,Ernestine Brewski,Wanda Brewski","Female,Female,Female,Female","Magician,Magician,Magician,Magician","Witch,Witch,Witch,Witch",Human,True,4,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,0.0,0.0,0.0,0.0,1985.0,Other,Humanoid
1,1985-11-02,24,TV Series,"Time Slime,Bogel,Weerd","Male,Male,Male","Magician,Ghost,Ghost","Wizard,Phantom,Phantom",Human,True,3,,False,,False,True,,True,,True,False,,False,,False,False,,False,,False,True,False,False,False,0.0,,,,2.0,0.0,2.0,1.0,1985.0,Scooby,Humanoid
1,,24,TV Series,"Demondo,Bogel,Weerd","Male,Male,Male","Mythical,Ghost,Ghost","Demon,Phantom,Phantom",Cartoon,True,3,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,0.0,,Scooby,Misc
1,,24,TV Series,"Demondo,Bogel,Weerd","Male,Male,Male","Mythical,Ghost,Ghost","Demon,Phantom,Phantom",Demon,True,3,,False,,False,True,,False,,False,False,,False,,False,False,,False,,False,False,False,False,False,0.0,,,,2.0,0.0,0.0,0.0,,Scooby,Mythical
1,,24,TV Series,"Rankor,Bogel,Weerd,Head of S.A.P.S.,Living Plants","Male,Male,Male,Male,Male","Undead,Ghost,Ghost,Ghost,Plant","Vampire,Phantom,Phantom,Demon,Flower",Cartoon,True,5,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,4.0,0.0,0.0,1.0,,Other,Misc
1,,24,TV Series,"Rankor,Bogel,Weerd,Head of S.A.P.S.,Living Plants","Male,Male,Male,Male,Male","Undead,Ghost,Ghost,Ghost,Plant","Vampire,Phantom,Phantom,Demon,Flower",Flower,True,5,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,4.0,0.0,0.0,1.0,,Other,Plant
1,,24,TV Series,"Rankor,Bogel,Weerd,Head of S.A.P.S.,Living Plants","Male,Male,Male,Male,Male","Undead,Ghost,Ghost,Ghost,Plant","Vampire,Phantom,Phantom,Demon,Flower",Goblin,True,5,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,4.0,0.0,0.0,1.0,,Other,Fantastical
1,,24,TV Series,"Rankor,Bogel,Weerd,Head of S.A.P.S.,Living Plants","Male,Male,Male,Male,Male","Undead,Ghost,Ghost,Ghost,Plant","Vampire,Phantom,Phantom,Demon,Flower",Demon,True,5,,False,,False,False,,False,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,4.0,0.0,0.0,1.0,,Other,Mythical
1,,24,TV Series,"Porff. Phantazmo,Bogel,Weerd","Male,Male,Male","Magician,Ghost,Ghost","Warlock,Phantom,Phantom",Cartoon,True,3,,False,,False,False,,True,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,3.0,0.0,0.0,1.0,,Other,Misc
1,,24,TV Series,"Porff. Phantazmo,Bogel,Weerd","Male,Male,Male","Magician,Ghost,Ghost","Warlock,Phantom,Phantom",Human,True,3,,False,,False,False,,True,,False,False,,False,,False,False,,False,,False,False,False,True,False,0.0,,,,3.0,0.0,0.0,1.0,,Other,Humanoid
1,,24,TV Series,"Zimbulu,Bogel,Weerd,Boris Kreepoff,Zombies,Zombies,Zombies","Male,Male,Male,Male,Male,Male,Male","Mythical,Ghost,Ghost,Undead,Undead,Undead,Undead","Demon,Phantom,Phantom,Zombie,Zombie,Zombie,Zombie",Cartoon,True,7,,False,,False,False,,False,,False,False,,False,,False,False,,True,,False,False,False,True,False,0.0,,,,3.0,0.0,0.0,1.0,,Other,Misc
1,,24,TV Series,"Zimbulu,Bogel,Weerd,Boris Kreepoff,Zombies,Zombies,Zombies","Male,Male,Male,Male,Male,Male,Male","Mythical,Ghost,Ghost,Undead,Undead,Undead,Undead","Demon,Phantom,Phantom,Zombie,Zombie,Zombie,Zombie",Human,True,7,,False,,False,False,,False,,False,False,,False,,False,False,,True,,False,False,False,True,False,0.0,,,,3.0,0.0,0.0,1.0,,Other,Humanoid
1,,24,TV Series,"Zimbulu,Bogel,Weerd,Boris Kreepoff,Zombies,Zombies,Zombies","Male,Male,Male,Male,Male,Male,Male","Mythical,Ghost,Ghost,Undead,Undead,Undead,Undead","Demon,Phantom,Phantom,Zombie,Zombie,Zombie,Zombie",Demon,True,7,,False,,False,False,,False,,False,False,,False,,False,False,,True,,False,False,False,True,False,0.0,,,,3.0,0.0,0.0,1.0,,Other,Mythical
1,1988-09-10,23,TV Series,Ghost,Male,Ghost,Phantom,Human,False,1,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,1988.0,Scooby,Humanoid
1,1988-09-17,23,TV Series,Sludge Monster from the Earth's Croe,Male,Possessed Object,Sludge,Sludge-Monster,False,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1988.0,Unknown,Fantastical
1,1988-09-24,23,TV Series,Dr. Croaker,Male,Animal,Humanoid,Frog,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1988.0,Scooby,Animal
